image,cell_id,cy,cx,area_px,circularity,eccentricity,solidity,process_count
HET_1,441,956.7,1935.5,1241,0.782,0.628,0.951,0
HET_1,442,940.8,597.3,401,0.454,0.973,0.827,0
HET_1,443,943.6,1231.1,517,0.509,0.821,0.798,2
HET_1,444,939.2,1725.1,142,0.781,0.898,0.940,0
HET_1,445,954.5,1990.0,487,0.711,0.820,0.910,0
HET_1,446,954.8,299.3,486,0.599,0.868,0.866,2
HET_1,447,949.2,1767.0,288,0.792,0.828,0.926,1
HET_1,448,971.0,1357.1,1130,0.267,0.936,0.533,0
HET_1,449,954.9,1583.9,361,0.583,0.937,0.864,0
HET_1,450,948.0,1604.1,296,0.766,0.868,0.919,0
HET_1,451,955.4,1646.9,480,0.695,0.789,0.882,0
HET_1,452,952.5,1130.5,354,0.776,0.826,0.910,0
HET_1,453,951.8,1532.8,243,0.614,0.784,0.835,0
HET_1,454,964.1,2253.3,488,0.558,0.942,0.887,0
HET_1,455,952.8,965.4,211,0.810,0.862,0.950,0
HET_1,456,952.3,1182.1,336,0.353,0.978,0.755,0
HET_1,457,961.4,2124.5,559,0.804,0.773,0.946,0
HET_1,458,960.6,2148.3,456,0.705,0.691,0.870,0
HET_1,459,969.5,121.4,470,0.460,0.808,0.699,0
HET_1,460,963.4,484.4,210,0.572,0.952,0.830,0
HET_1,461,967.4,990.5,668,0.752,0.765,0.904,0
HET_1,462,962.3,2055.0,332,0.677,0.911,0.917,0
HET_1,463,960.8,2335.1,707,0.497,0.925,0.822,3
HET_1,464,968.1,2084.9,499,0.696,0.886,0.912,0
HET_1,465,963.3,363.9,309,0.847,0.671,0.939,0
HET_1,466,965.1,1551.2,330,0.937,0.550,0.957,0
HET_1,467,965.1,2569.7,266,0.848,0.829,0.957,0
HET_1,468,971.5,2653.8,581,0.414,0.972,0.785,2
HET_1,469,971.6,1657.9,221,0.716,0.867,0.898,1
HET_1,470,971.1,2692.9,269,0.948,0.225,0.951,1
HET_1,471,971.7,1873.3,150,0.858,0.772,0.926,0
HET_1,472,991.1,1968.3,389,0.427,0.966,0.872,1
HET_1,473,973.2,2459.2,190,0.873,0.731,0.922,0
HET_1,474,973.9,2009.9,186,0.895,0.664,0.939,1
HET_1,475,976.2,449.8,314,0.596,0.934,0.860,1
HET_1,476,987.1,1882.0,614,0.729,0.835,0.926,0
HET_1,477,983.6,2168.7,491,0.797,0.616,0.935,2
HET_1,478,987.1,194.7,368,0.587,0.914,0.809,0
HET_1,479,995.2,11.0,386,0.646,0.904,0.963,0
HET_1,480,988.2,1909.4,412,0.677,0.909,0.926,1
HET_1,481,990.4,2000.3,501,0.857,0.685,0.945,0
HET_1,482,989.2,1804.7,432,0.935,0.617,0.971,0
HET_1,483,1000.6,220.6,621,0.636,0.715,0.892,0
HET_1,484,994.3,390.2,387,0.730,0.852,0.904,0
HET_1,485,997.4,1946.9,487,0.722,0.713,0.885,0
HET_1,486,992.7,2029.4,187,0.657,0.940,0.926,0
HET_1,487,992.5,500.6,650,0.467,0.953,0.827,0
HET_1,488,989.9,2708.0,375,0.770,0.680,0.891,4
HET_1,489,998.2,285.6,838,0.438,0.926,0.699,1
HET_1,490,996.9,1454.9,571,0.642,0.810,0.848,0
HET_1,491,997.2,2726.9,283,0.784,0.761,0.896,0
HET_1,492,998.6,2753.9,248,0.858,0.580,0.908,1
HET_1,493,1004.8,993.8,508,0.789,0.649,0.924,2
HET_1,494,1002.4,74.0,491,0.693,0.850,0.930,0
HET_1,495,1007.1,1850.3,474,0.610,0.695,0.843,0
HET_1,496,1010.9,693.9,341,0.563,0.838,0.853,0
HET_1,497,1014.8,1620.3,200,0.496,0.948,0.844,0
HET_1,498,1019.6,168.8,471,0.627,0.810,0.852,1
HET_1,499,1018.3,2319.4,500,0.414,0.582,0.679,0
HET_1,500,1020.8,397.3,660,0.466,0.912,0.745,1
HET_1,501,1027.3,1310.2,478,0.431,0.921,0.685,0
HET_1,502,1012.7,735.2,359,0.479,0.862,0.742,0
HET_1,503,1022.8,2451.2,264,0.450,0.892,0.679,0
HET_1,504,1021.0,1959.3,299,0.763,0.840,0.917,0
HET_1,505,1020.1,866.7,411,0.847,0.700,0.936,1
HET_1,506,1016.1,98.1,230,0.696,0.900,0.906,1
HET_1,507,1029.4,34.2,736,0.418,0.864,0.715,3
HET_1,508,1020.4,2570.0,272,0.898,0.609,0.951,0
HET_1,509,1044.2,645.3,858,0.316,0.873,0.574,0
HET_1,510,1022.2,1090.5,286,0.723,0.773,0.894,0
HET_1,511,1036.2,2195.0,373,0.497,0.962,0.859,1
HET_1,512,1038.6,469.5,788,0.351,0.881,0.669,0
HET_1,513,1033.9,1015.4,527,0.573,0.734,0.807,0
HET_1,514,1032.5,2590.4,289,0.615,0.839,0.798,1
HET_1,515,1027.5,2611.6,169,0.991,0.463,0.966,0
HET_1,516,1033.8,840.8,528,0.744,0.746,0.901,0
HET_1,517,1032.1,1270.8,415,0.529,0.937,0.850,0
HET_1,518,1027.2,1840.9,176,0.719,0.906,0.921,0
HET_1,519,1035.8,2669.5,178,0.675,0.934,0.947,0
HET_1,520,1038.6,1904.0,307,0.660,0.716,0.843,1
HET_1,521,1036.6,1617.1,241,0.802,0.705,0.906,0
HET_1,522,1042.2,104.1,613,0.692,0.820,0.899,0
HET_1,523,1046.5,1886.7,319,0.693,0.916,0.894,0
HET_1,524,1043.3,964.0,224,0.591,0.952,0.914,1
HET_1,525,1046.0,989.7,407,0.620,0.770,0.822,0
HET_1,526,1044.1,1291.0,200,0.861,0.799,0.952,0
HET_1,527,1061.0,321.6,843,0.193,0.622,0.431,0
HET_1,528,1050.8,2450.5,460,0.492,0.845,0.741,1
HET_1,529,1043.4,1981.0,241,0.899,0.748,0.953,3
HET_1,530,1043.6,1962.7,98,1.007,0.669,0.951,0
HET_1,531,1061.8,1583.4,700,0.850,0.656,0.954,1
HET_1,532,1054.1,1923.0,398,0.653,0.784,0.834,1
HET_1,533,1059.8,2578.2,393,0.689,0.913,0.933,0
HET_1,534,1063.8,1508.7,890,0.504,0.926,0.779,0
HET_1,535,1057.8,1725.2,176,0.741,0.823,0.951,0
HET_1,536,1059.2,2137.8,304,0.721,0.514,0.881,1
HET_1,537,1055.4,2665.6,295,0.728,0.875,0.928,0
HET_1,538,1065.0,145.8,613,0.724,0.546,0.883,0
HET_1,539,1069.5,2060.0,488,0.514,0.872,0.755,0
HET_1,540,1076.6,1054.4,498,0.421,0.959,0.767,1
HET_1,541,1066.1,1556.5,302,0.902,0.448,0.944,1
HET_1,542,1071.9,2483.9,187,0.427,0.980,0.789,0
HET_1,543,1070.9,2090.6,519,0.687,0.820,0.880,0
HET_1,544,1065.9,177.2,238,0.582,0.953,0.878,0
HET_1,545,1071.6,1540.7,280,0.821,0.814,0.936,0
HET_1,546,1070.5,1743.2,223,0.939,0.701,0.961,0
HET_1,547,1083.5,1109.7,402,0.478,0.937,0.744,1
HET_1,548,1070.2,1377.2,172,0.562,0.957,0.873,0
HET_1,549,1086.0,1810.3,1104,0.619,0.784,0.884,0
HET_1,550,1088.6,812.7,844,0.724,0.675,0.918,0
HET_1,551,1081.2,2334.3,691,0.375,0.502,0.628,0
HET_1,552,1088.9,2701.6,494,0.723,0.875,0.910,1
HET_1,553,1093.1,1122.0,355,0.642,0.914,0.927,0
HET_1,554,1083.7,1885.9,188,0.966,0.693,0.964,0
HET_1,555,1086.7,1995.1,408,0.557,0.530,0.791,0
HET_1,556,1086.4,1909.7,220,0.785,0.796,0.932,0
HET_1,557,1104.6,2760.4,627,0.451,0.934,0.785,1
HET_1,558,1092.0,1968.4,369,0.621,0.906,0.822,1
HET_1,559,1089.0,2567.2,148,0.834,0.880,0.943,0
HET_1,560,1086.5,2039.2,100,0.919,0.774,0.943,0
HET_1,561,1099.3,901.2,698,0.383,0.887,0.624,0
HET_1,562,1092.8,2305.3,413,0.708,0.788,0.894,2
HET_1,563,1101.4,1469.2,372,0.505,0.938,0.783,0
HET_1,564,1101.2,2102.4,692,0.685,0.669,0.884,1
HET_1,565,1093.1,662.8,175,1.022,0.473,0.978,1
HET_1,566,1109.0,652.8,635,0.337,0.964,0.664,0
HET_1,567,1103.4,2456.3,303,0.408,0.972,0.765,0
HET_1,568,1103.5,25.1,874,0.515,0.662,0.800,0
HET_1,569,1104.0,1445.2,569,0.498,0.926,0.771,0
HET_1,570,1099.8,781.2,287,0.590,0.898,0.857,0
HET_1,571,1108.6,1852.0,445,0.562,0.815,0.811,1
HET_1,572,1111.1,966.8,528,0.683,0.795,0.899,0
HET_1,573,1109.6,421.4,242,0.769,0.766,0.883,0
HET_1,574,1109.2,627.8,204,0.620,0.945,0.891,0
HET_1,575,1127.4,1722.6,670,0.437,0.600,0.721,1
HET_1,576,1120.0,183.8,417,0.467,0.956,0.832,1
HET_1,577,1121.1,158.7,293,0.803,0.615,0.902,0
HET_1,578,1126.9,210.7,373,0.740,0.861,0.912,1
HET_1,579,1120.7,477.8,353,0.545,0.939,0.847,1
HET_1,580,1134.4,2258.7,502,0.495,0.930,0.772,0
HET_1,581,1130.4,255.2,732,0.487,0.866,0.759,1
HET_1,582,1128.5,527.2,736,0.428,0.944,0.738,0
HET_1,583,1139.6,307.3,551,0.572,0.903,0.849,1
HET_1,584,1124.6,2452.9,199,0.789,0.578,0.896,2
HET_1,585,1127.2,969.5,88,0.996,0.659,0.946,0
HET_1,586,1145.2,1592.3,375,0.434,0.951,0.765,0
HET_1,587,1140.7,881.4,689,0.430,0.948,0.780,1
HET_1,588,1131.4,1207.7,129,0.692,0.895,0.849,0
HET_1,589,1143.2,1027.3,301,0.585,0.868,0.867,1
HET_1,590,1151.5,399.0,520,0.572,0.936,0.852,1
HET_1,591,1138.1,727.4,340,0.602,0.878,0.800,2
HET_1,592,1142.3,2877.4,483,0.630,0.871,0.847,1
HET_1,593,1146.8,2783.9,623,0.451,0.889,0.811,3
HET_1,594,1143.1,985.1,235,0.905,0.208,0.940,0
HET_1,595,1153.8,2647.2,498,0.318,0.922,0.634,2
HET_1,596,1160.0,2358.0,517,0.321,0.911,0.589,0
HET_1,597,1153.9,631.7,350,0.746,0.766,0.916,0
HET_1,598,1154.2,1361.2,410,0.613,0.480,0.828,0
HET_1,599,1158.6,2027.0,338,0.552,0.901,0.781,0
HET_1,600,1154.4,1778.4,268,0.909,0.694,0.961,0
HET_1,601,1163.1,466.7,1140,0.543,0.866,0.802,0
HET_1,602,1157.7,614.1,220,0.899,0.721,0.940,0
HET_1,603,1158.6,426.6,405,0.584,0.932,0.854,1
HET_1,604,1165.1,2933.6,985,0.532,0.877,0.822,0
HET_1,605,1162.5,2209.2,244,0.731,0.842,0.887,1
HET_1,606,1182.9,2183.4,649,0.373,0.944,0.702,0
HET_1,607,1162.7,1046.4,185,0.761,0.862,0.925,1
HET_1,608,1162.8,2145.1,251,0.807,0.847,0.913,1
HET_1,609,1163.0,2517.0,216,0.783,0.861,0.915,0
HET_1,610,1183.9,316.1,513,0.385,0.966,0.661,0
HET_1,611,1162.3,2268.8,93,0.956,0.787,0.949,0
HET_1,612,1166.8,66.7,281,0.887,0.711,0.953,0
HET_1,613,1170.4,185.6,329,0.825,0.803,0.948,0
HET_1,614,1179.5,133.1,673,0.365,0.711,0.619,0
HET_1,615,1181.5,1599.4,258,0.578,0.907,0.838,0
HET_1,616,1174.9,50.3,338,0.765,0.807,0.906,1
HET_1,617,1172.4,2127.7,178,0.696,0.889,0.868,0
HET_1,618,1183.0,246.3,584,0.754,0.532,0.915,2
HET_1,619,1177.8,2502.6,145,0.709,0.914,0.906,0
HET_1,620,1175.1,2847.8,130,0.951,0.728,0.949,0
HET_1,621,1180.7,925.7,261,0.594,0.664,0.811,0
HET_1,622,1186.8,1425.2,568,0.777,0.405,0.924,0
HET_1,623,1180.5,2029.0,114,0.893,0.839,0.942,0
HET_1,624,1184.8,866.6,147,0.784,0.878,0.913,0
HET_1,625,1191.3,1193.4,277,0.521,0.963,0.863,1
HET_1,626,1197.6,1826.3,436,0.479,0.938,0.760,1
HET_1,627,1197.6,528.9,349,0.492,0.917,0.774,0
HET_1,628,1194.8,180.7,618,0.813,0.557,0.927,1
HET_1,629,1189.3,748.0,191,0.524,0.941,0.806,0
HET_1,630,1191.4,2351.3,269,0.658,0.898,0.859,0
HET_1,631,1190.0,2054.0,173,0.829,0.814,0.920,0
HET_1,632,1200.2,847.6,174,0.585,0.908,0.866,0
HET_1,633,1205.1,596.6,671,0.493,0.742,0.741,0
HET_1,634,1196.4,628.9,142,0.687,0.935,0.940,0
HET_1,635,1211.2,1996.1,605,0.742,0.820,0.924,0
HET_1,636,1204.7,2687.0,224,0.923,0.604,0.953,0
HET_1,637,1209.8,2877.0,608,0.456,0.952,0.749,1
HET_1,638,1213.0,2831.3,330,0.726,0.696,0.887,1
HET_1,639,1208.7,2995.7,255,0.764,0.486,0.898,0
HET_1,640,1213.3,2016.1,317,0.842,0.744,0.941,0
HET_1,641,1212.8,2705.8,273,0.696,0.918,0.907,0
HET_1,642,1212.4,112.7,350,0.605,0.934,0.893,0
HET_1,643,1215.9,2985.4,177,0.888,0.730,0.941,3
HET_1,644,1226.3,428.5,750,0.835,0.352,0.935,0
HET_1,645,1216.3,530.0,260,0.914,0.725,0.956,1
HET_1,646,1223.0,622.9,247,0.759,0.835,0.915,0
HET_1,647,1229.7,1330.4,597,0.745,0.794,0.900,0
HET_1,648,1226.8,1696.2,656,0.327,0.912,0.578,0
HET_1,649,1225.9,2681.9,371,0.566,0.852,0.791,1
HET_1,650,1222.5,2936.0,172,0.914,0.528,0.935,0
HET_1,651,1227.5,2893.3,271,0.769,0.686,0.906,1
HET_1,652,1235.0,1500.3,413,0.628,0.708,0.834,0
HET_1,653,1227.2,2541.7,97,0.880,0.776,0.933,0
HET_1,654,1233.5,2750.6,315,0.798,0.875,0.969,0
HET_1,655,1240.4,522.5,460,0.656,0.861,0.897,1
HET_1,656,1243.4,681.2,728,0.428,0.708,0.692,0
HET_1,657,1234.5,935.7,552,0.439,0.967,0.803,0
HET_1,658,1230.2,1854.5,353,0.428,0.961,0.781,1
HET_1,659,1232.2,2830.3,486,0.401,0.940,0.685,3
HET_1,660,1233.8,341.2,340,0.514,0.865,0.791,1
HET_1,661,1242.1,123.7,322,0.605,0.823,0.803,1
HET_1,662,1243.5,1021.1,604,0.847,0.527,0.929,1
HET_1,663,1239.9,472.4,228,0.708,0.851,0.905,0
HET_1,664,1252.4,1515.1,689,0.590,0.457,0.828,0
HET_1,665,1245.1,2829.6,397,0.804,0.647,0.921,0
HET_1,666,1246.0,2415.6,309,0.483,0.752,0.736,0
HET_1,667,1247.7,2697.2,293,0.812,0.757,0.933,1
HET_1,668,1254.1,1149.6,562,0.486,0.901,0.817,2
HET_1,669,1261.4,2255.5,635,0.329,0.957,0.625,1
HET_1,670,1249.4,2774.8,217,0.914,0.721,0.948,2
HET_1,671,1256.3,55.4,522,0.668,0.826,0.888,1
HET_1,672,1253.2,587.7,241,0.424,0.969,0.814,0
HET_1,673,1260.2,396.7,390,0.709,0.660,0.888,2
HET_1,674,1256.8,2571.6,174,0.721,0.833,0.883,0
HET_1,675,1265.1,2700.8,445,0.534,0.818,0.785,0
HET_1,676,1256.5,90.8,38,0.549,0.952,0.469,0
HET_1,677,1261.1,125.1,327,0.708,0.846,0.898,0
HET_1,678,1261.9,567.5,198,0.812,0.706,0.925,2
HET_1,679,1280.7,425.5,646,0.408,0.889,0.684,0
HET_1,680,1280.0,557.4,390,0.704,0.859,0.890,0
HET_1,681,1271.3,666.7,393,0.449,0.928,0.733,1
HET_1,682,1277.4,1042.2,575,0.816,0.502,0.932,0
HET_1,683,1268.3,2771.2,212,0.655,0.932,0.906,1
HET_1,684,1290.9,2179.2,660,0.263,0.691,0.493,0
HET_1,685,1270.4,1341.7,177,0.906,0.788,0.983,1
HET_1,686,1279.9,1761.7,635,0.290,0.969,0.684,2
HET_1,687,1285.5,2825.3,389,0.581,0.878,0.833,1
HET_1,688,1290.0,14.8,570,0.699,0.632,0.896,0
HET_1,689,1289.2,951.6,1005,0.463,0.544,0.735,0
HET_1,690,1285.1,2643.9,195,0.821,0.846,0.929,0
HET_1,691,1290.5,864.7,370,0.643,0.900,0.856,3
HET_1,692,1290.8,1506.0,260,0.448,0.906,0.677,0
HET_1,693,1299.5,2357.4,517,0.554,0.955,0.885,1
HET_1,694,1294.9,479.8,406,0.591,0.918,0.871,3
HET_1,695,1291.4,81.6,183,0.798,0.869,0.915,0
HET_1,696,1289.1,1818.0,214,0.748,0.891,0.899,0
HET_1,697,1293.8,227.4,389,0.800,0.642,0.917,0
HET_1,698,1298.0,176.0,349,0.615,0.853,0.815,0
HET_1,699,1299.6,520.9,272,0.604,0.936,0.861,1
HET_1,700,1298.9,2921.1,328,0.863,0.759,0.948,1
HET_1,701,1308.8,1458.7,669,0.688,0.661,0.886,0
HET_1,702,1298.4,691.1,299,0.638,0.849,0.847,1
HET_1,703,1301.4,1033.0,426,0.834,0.519,0.916,2
HET_1,704,1303.0,95.2,383,0.859,0.713,0.941,4
HET_1,705,1311.8,569.0,721,0.615,0.447,0.874,0
HET_1,706,1310.4,669.1,330,0.549,0.878,0.778,0
HET_1,707,1308.8,640.1,483,0.592,0.913,0.864,1
HET_1,708,1321.5,2453.4,467,0.336,0.982,0.768,1
HET_1,709,1312.0,2767.2,499,0.721,0.889,0.936,0
HET_1,710,1322.9,2052.1,503,0.439,0.937,0.739,2
HET_1,711,1325.2,1239.4,819,0.764,0.806,0.957,0
HET_1,712,1318.6,2686.6,213,0.541,0.958,0.866,1
HET_1,713,1319.6,690.4,228,0.755,0.901,0.923,1
HET_1,714,1320.9,507.5,389,0.583,0.951,0.882,1
HET_1,715,1330.6,2978.4,475,0.546,0.946,0.833,0
HET_1,716,1319.8,817.6,393,0.349,0.982,0.733,1
HET_1,717,1323.4,653.8,225,0.880,0.659,0.926,0
HET_1,718,1326.4,1176.7,657,0.436,0.896,0.722,0
HET_1,719,1323.3,2119.9,275,0.661,0.784,0.821,2
HET_1,720,1326.1,150.2,432,0.698,0.824,0.880,0
HET_1,721,1327.7,1567.9,493,0.477,0.936,0.834,0
HET_1,722,1322.4,2904.1,178,0.454,0.969,0.848,0
HET_1,723,1334.2,1774.8,360,0.464,0.915,0.752,1
HET_1,724,1327.9,2872.9,187,0.706,0.885,0.912,0
HET_1,725,1332.9,540.5,380,0.738,0.866,0.896,0
HET_1,726,1331.7,565.8,405,0.833,0.773,0.940,2
HET_1,727,1344.0,399.5,608,0.648,0.845,0.899,0
HET_1,728,1335.0,1749.8,238,0.605,0.903,0.824,0
HET_1,729,1339.7,2557.7,239,0.553,0.848,0.768,0
HET_1,730,1340.0,2616.4,207,0.791,0.838,0.932,1
HET_1,731,1352.1,2886.0,381,0.479,0.937,0.807,4
HET_1,732,1339.1,1450.8,80,0.939,0.859,0.976,0
HET_1,733,1348.6,149.6,246,0.754,0.858,0.914,1
HET_1,734,1346.3,2326.4,263,0.920,0.610,0.956,1
HET_1,735,1356.5,1392.0,427,0.523,0.910,0.821,0
HET_1,736,1350.0,3036.8,385,0.611,0.771,0.805,0
HET_1,737,1351.1,352.8,561,0.821,0.677,0.948,0
HET_1,738,1352.4,1263.6,323,0.772,0.789,0.900,1
HET_1,739,1353.1,2646.9,364,0.716,0.738,0.881,0
HET_1,740,1349.0,2912.8,129,0.913,0.664,0.921,1
HET_1,741,1352.7,2947.0,260,0.713,0.876,0.897,0
HET_1,742,1357.6,3013.8,351,0.744,0.830,0.916,1
HET_1,743,1354.0,1339.3,342,0.611,0.899,0.855,1
HET_1,744,1355.7,1798.1,425,0.290,0.949,0.579,0
HET_1,745,1359.3,2839.6,499,0.553,0.875,0.826,1
HET_1,746,1363.7,1458.1,537,0.493,0.930,0.786,0
HET_1,747,1359.2,1229.6,271,0.566,0.864,0.786,1
HET_1,748,1359.2,49.9,341,0.668,0.870,0.905,4
HET_1,749,1362.5,451.8,715,0.630,0.625,0.841,0
HET_1,750,1362.8,1944.8,402,0.457,0.963,0.824,2
HET_1,751,1359.9,2302.1,197,0.812,0.837,0.938,0
HET_1,752,1356.2,1321.4,116,0.920,0.730,0.928,0
HET_1,753,1364.2,2060.0,454,0.641,0.821,0.853,0
HET_1,754,1368.6,869.7,543,0.811,0.772,0.964,0
HET_1,755,1365.5,1288.5,166,0.568,0.955,0.869,0
HET_1,756,1367.6,1533.9,678,0.652,0.793,0.850,1
HET_1,757,1367.2,927.5,572,0.603,0.774,0.810,1
HET_1,758,1366.8,1713.5,407,0.762,0.739,0.917,0
HET_1,759,1371.7,2906.0,444,0.532,0.946,0.793,0
HET_1,760,1373.8,120.9,466,0.601,0.888,0.857,2
HET_1,761,1371.7,2564.8,367,0.550,0.886,0.758,0
HET_1,762,1367.5,2775.6,208,0.801,0.881,0.933,0
HET_1,763,1392.2,2685.1,1623,0.495,0.697,0.806,0
HET_1,764,1373.6,673.2,586,0.554,0.930,0.849,0
HET_1,765,1378.1,2744.6,481,0.515,0.932,0.794,0
HET_1,766,1370.7,1031.2,406,0.506,0.947,0.788,1
HET_1,767,1379.2,1138.5,566,0.718,0.872,0.946,1
HET_1,768,1374.9,19.3,299,0.652,0.777,0.815,0
HET_1,769,1385.2,636.6,432,0.494,0.950,0.836,2
HET_1,770,1379.0,41.3,146,0.838,0.830,0.918,0
HET_1,771,1405.8,162.7,690,0.273,0.987,0.706,0
HET_1,772,1382.2,1947.0,334,0.548,0.892,0.825,0
HET_1,773,1389.9,3087.7,574,0.553,0.931,0.859,0
HET_1,774,1388.2,1385.9,702,0.603,0.846,0.844,1
HET_1,775,1394.4,1242.9,582,0.333,0.940,0.677,0
HET_1,776,1385.1,1646.3,234,0.809,0.648,0.936,1
HET_1,777,1383.5,1996.1,243,0.425,0.978,0.884,0
HET_1,778,1389.4,2978.5,364,0.521,0.816,0.774,2
HET_1,779,1394.2,1351.3,477,0.578,0.880,0.824,2
HET_1,780,1413.8,432.1,883,0.343,0.900,0.689,0
HET_1,781,1393.2,938.3,348,0.596,0.733,0.782,0
HET_1,782,1411.5,246.4,528,0.430,0.969,0.830,1
HET_1,783,1397.0,1537.8,531,0.646,0.838,0.858,0
HET_1,784,1395.6,2447.7,276,0.433,0.877,0.715,0
HET_1,785,1391.4,773.5,384,0.484,0.960,0.790,0
HET_1,786,1395.3,2470.2,296,0.575,0.745,0.807,2
HET_1,787,1399.4,1673.5,589,0.266,0.656,0.551,0
HET_1,788,1419.5,2608.6,703,0.347,0.973,0.705,0
HET_1,789,1398.2,464.1,221,0.570,0.936,0.822,0
HET_1,790,1403.8,41.4,860,0.647,0.392,0.881,2
HET_1,791,1404.2,785.9,618,0.418,0.941,0.744,2
HET_1,792,1403.7,2316.4,167,0.592,0.952,0.852,0
HET_1,793,1405.8,116.8,330,0.678,0.805,0.878,0
HET_1,794,1417.4,1160.9,1643,0.597,0.587,0.866,0
HET_1,795,1417.6,1788.3,597,0.252,0.887,0.497,0
HET_1,796,1415.3,570.3,471,0.501,0.927,0.786,4
HET_1,797,1402.0,1110.1,260,0.858,0.796,0.945,1
HET_1,798,1408.0,1310.6,146,0.686,0.931,0.936,0
HET_1,799,1422.2,3041.8,483,0.469,0.801,0.764,0
HET_1,800,1414.7,718.1,714,0.315,0.952,0.646,0
HET_1,801,1431.8,356.2,607,0.296,0.967,0.567,0
HET_1,802,1412.1,2798.5,365,0.808,0.523,0.915,0
HET_1,803,1418.9,610.1,468,0.746,0.793,0.893,0
HET_1,804,1409.0,3062.5,85,0.861,0.885,0.955,0
HET_1,805,1411.7,899.6,128,1.015,0.592,0.955,0
HET_1,806,1429.3,1429.5,431,0.539,0.908,0.782,1
HET_1,807,1423.1,387.7,161,0.844,0.871,0.953,0
HET_1,808,1429.0,506.0,546,0.866,0.502,0.948,0
HET_1,809,1434.2,378.3,380,0.527,0.937,0.841,1
HET_1,810,1431.7,2787.7,383,0.742,0.761,0.936,2
HET_1,811,1449.8,1323.6,572,0.396,0.951,0.734,1
HET_1,812,1452.6,1100.2,690,0.230,0.896,0.463,0
HET_1,813,1437.8,1589.3,730,0.278,0.878,0.559,0
HET_1,814,1434.1,2916.0,532,0.614,0.920,0.905,0
HET_1,815,1441.9,260.1,416,0.511,0.961,0.861,0
HET_1,816,1428.2,1007.3,379,0.396,0.967,0.764,2
HET_1,817,1432.6,197.6,438,0.449,0.941,0.755,2
HET_1,818,1447.4,105.2,638,0.486,0.654,0.749,2
HET_1,819,1455.2,1914.9,577,0.398,0.902,0.633,0
HET_1,820,1435.1,1544.3,280,0.887,0.690,0.959,3
HET_1,821,1442.9,2561.4,346,0.584,0.908,0.867,2
HET_1,822,1441.5,2677.9,387,0.702,0.802,0.890,0
HET_1,823,1448.4,2633.5,359,0.700,0.855,0.895,0
HET_1,824,1445.3,1882.0,513,0.586,0.862,0.816,0
HET_1,825,1447.3,3039.7,375,0.553,0.897,0.830,1
HET_1,826,1443.4,604.5,402,0.752,0.630,0.882,2
HET_1,827,1455.8,2495.2,498,0.517,0.925,0.843,0
HET_1,828,1451.0,1786.1,199,0.709,0.891,0.884,1
HET_1,829,1450.4,2837.3,287,0.631,0.814,0.839,0
HET_1,830,1458.4,2806.0,389,0.551,0.924,0.786,1
HET_1,831,1447.1,1289.9,340,0.405,0.973,0.806,0
HET_1,832,1454.3,2664.5,277,0.839,0.739,0.958,2
HET_1,833,1459.0,481.9,481,0.338,0.943,0.641,2
HET_1,834,1462.8,644.9,322,0.362,0.874,0.618,0
HET_1,835,1457.9,1477.1,243,0.972,0.561,0.972,0
HET_1,836,1471.0,918.1,649,0.373,0.732,0.651,1
HET_1,837,1463.8,2926.2,188,0.567,0.949,0.821,0
HET_1,838,1470.3,269.5,195,0.582,0.946,0.859,1
HET_1,839,1475.4,2971.6,480,0.496,0.699,0.773,1
HET_1,840,1472.3,1490.4,358,0.765,0.721,0.932,1
HET_1,841,1470.6,2166.4,303,0.807,0.674,0.876,0
HET_1,842,1477.2,60.4,555,0.586,0.338,0.816,1
HET_1,843,1470.3,489.9,113,0.292,0.975,0.317,0
HET_1,844,1470.7,2570.5,257,0.581,0.932,0.824,0
HET_1,845,1473.7,2091.1,399,0.753,0.829,0.907,0
HET_1,846,1487.5,1190.6,555,0.366,0.952,0.674,0
HET_1,847,1482.1,2836.8,374,0.477,0.915,0.722,0
HET_1,848,1483.9,17.3,484,0.712,0.803,0.927,0
HET_1,849,1477.3,357.9,302,0.650,0.917,0.878,0
HET_1,850,1479.3,2658.5,199,0.530,0.889,0.754,0
HET_1,851,1482.8,129.5,409,0.496,0.958,0.843,2
HET_1,852,1481.5,592.3,224,0.676,0.881,0.900,0
HET_1,853,1483.9,3065.7,143,0.664,0.356,0.836,0
HET_1,854,1488.8,334.1,422,0.754,0.780,0.925,1
HET_1,855,1497.2,1760.2,462,0.388,0.980,0.765,1
HET_1,856,1491.9,2143.4,617,0.625,0.865,0.853,1
HET_1,857,1495.5,650.5,431,0.528,0.682,0.779,0
HET_1,858,1506.5,1412.1,2281,0.534,0.583,0.836,0
HET_1,859,1497.4,385.2,458,0.550,0.939,0.854,1
HET_1,860,1497.4,2945.4,287,0.450,0.902,0.759,0
HET_1,861,1494.7,1102.7,317,0.448,0.971,0.815,0
HET_1,862,1492.9,1952.0,254,0.629,0.948,0.934,1
HET_1,863,1494.1,2421.5,372,0.483,0.922,0.735,2
HET_1,864,1497.0,1568.2,340,0.630,0.738,0.833,1
HET_1,865,1503.8,2772.2,503,0.705,0.623,0.881,0
HET_1,866,1503.4,3049.3,441,0.496,0.764,0.725,0
HET_1,867,1501.6,613.9,304,0.418,0.978,0.802,0
HET_1,868,1499.9,1828.0,121,0.870,0.833,0.953,0
HET_1,869,1508.1,189.3,267,0.645,0.921,0.890,1
